question_id,module_id,phase_id,q_num,question_type,prompt_en,prompt_zh,prompt_es,option_a_en,option_a_zh,option_a_es,option_b_en,option_b_zh,option_b_es,option_c_en,option_c_zh,option_c_es,option_d_en,option_d_zh,option_d_es,correct_option,explanation_a_en,explanation_a_zh,explanation_a_es,explanation_b_en,explanation_b_zh,explanation_b_es,explanation_c_en,explanation_c_zh,explanation_c_es,explanation_d_en,explanation_d_zh,explanation_d_es,fallback_tip_en,fallback_tip_zh,fallback_tip_es,difficulty,review_status,review_notes
passive_tenses_q01,passive,tenses,1,multiple_choice_single,The building ___ at the moment.,The building ___ at the moment.,The building ___ at the moment.,repairs,repairs,repairs,is being repaired,is being repaired,is being repaired,was repairing,was repairing,was repairing,has repaired,has repaired,has repaired,B,Repairs = active present.,选项 A。,Opción A.,Correct! Is being repaired = passive continuous.,正确！选项 B。,¡Correcto! Opción B.,Was repairing = active past continuous.,选项 C。,Opción C.,Has repaired = active perfect.,选项 D。,Opción D.,Passive present continuous: is/are being + past participle.,Passive present continuous: is/are being + past participle.,Passive present continuous: is/are being + past participle.,2,draft,
passive_tenses_q02,passive,tenses,2,multiple_choice_single,"When I arrived, the room ___.","When I arrived, the room ___.","When I arrived, the room ___.",cleans,cleans,cleans,was being cleaned,was being cleaned,was being cleaned,has cleaned,has cleaned,has cleaned,is cleaning,is cleaning,is cleaning,B,Cleans = active present.,选项 A。,Opción A.,Correct! Was being cleaned = passive past continuous.,正确！选项 B。,¡Correcto! Opción B.,Has cleaned = active perfect.,选项 C。,Opción C.,Is cleaning = active present continuous.,选项 D。,Opción D.,Passive past continuous: was/were being + past participle.,Passive past continuous: was/were being + past participle.,Passive past continuous: was/were being + past participle.,2,draft,
passive_tenses_q03,passive,tenses,3,multiple_choice_single,"By next month, the project ___.","By next month, the project ___.","By next month, the project ___.",completes,completes,completes,will have been completed,will have been completed,will have been completed,completed,completed,completed,is completing,is completing,is completing,B,Completes = active present.,选项 A。,Opción A.,Correct! Will have been completed = passive future perfect.,正确！选项 B。,¡Correcto! Opción B.,Completed = active past.,选项 C。,Opción C.,Is completing = active continuous.,选项 D。,Opción D.,Passive future perfect: will have been + past participle.,Passive future perfect: will have been + past participle.,Passive future perfect: will have been + past participle.,2,draft,
passive_modals_q01,passive,modals,1,multiple_choice_single,This door ___ from the inside only.,This door ___ from the inside only.,This door ___ from the inside only.,can open,can open,can open,can be opened,can be opened,can be opened,opens,opens,opens,is opening,is opening,is opening,B,"Can open = active, door opens itself.",选项 A。,Opción A.,Correct! Can be opened = passive with modal.,正确！选项 B。,¡Correcto! Opción B.,Opens = active present.,选项 C。,Opción C.,Is opening = active continuous.,选项 D。,Opción D.,Passive with modals: modal + be + past participle.,Passive with modals: modal + be + past participle.,Passive with modals: modal + be + past participle.,2,draft,
passive_modals_q02,passive,modals,2,multiple_choice_single,The report ___ by Friday.,The report ___ by Friday.,The report ___ by Friday.,must finish,must finish,must finish,must be finished,must be finished,must be finished,finishes,finishes,finishes,is finishing,is finishing,is finishing,B,"Must finish = active, report is the doer.",选项 A。,Opción A.,Correct! Must be finished = passive obligation.,正确！选项 B。,¡Correcto! Opción B.,Finishes = active present.,选项 C。,Opción C.,Is finishing = active continuous.,选项 D。,Opción D.,Passive with must: must be + past participle.,Passive with must: must be + past participle.,Passive with must: must be + past participle.,2,draft,
passive_modals_q03,passive,modals,3,multiple_choice_single,Mistakes ___ avoided at all costs.,Mistakes ___ avoided at all costs.,Mistakes ___ avoided at all costs.,should,should,should,should be,should be,should be,should have,should have,should have,are should,are should,are should,B,"Should = incomplete, needs be + pp.",选项 A。,Opción A.,Correct! Should be avoided = passive advice.,正确！选项 B。,¡Correcto! Opción B.,Should have = different meaning (past).,选项 C。,Opción C.,Are should = ungrammatical.,选项 D。,Opción D.,Passive with should: should be + past participle.,Passive with should: should be + past participle.,Passive with should: should be + past participle.,2,draft,
passive_causative_q01,passive,causative,1,multiple_choice_single,I ___ my hair ___ at the salon yesterday.,I ___ my hair ___ at the salon yesterday.,I ___ my hair ___ at the salon yesterday.,cut ... Ø,cut ... Ø,cut ... Ø,had ... cut,had ... cut,had ... cut,was ... cut,was ... cut,was ... cut,have ... cut,have ... cut,have ... cut,B,Cut alone = I did it myself.,选项 A。,Opción A.,Correct! Had my hair cut = someone else cut it.,正确！选项 B。,¡Correcto! Opción B.,"Was cut = passive, not causative.",选项 C。,Opción C.,Have cut = wrong tense (present).,选项 D。,Opción D.,Causative have: have + object + past participle.,Causative have: have + object + past participle.,Causative have: have + object + past participle.,2,draft,
passive_causative_q02,passive,causative,2,multiple_choice_single,She ___ her car ___ every month.,She ___ her car ___ every month.,She ___ her car ___ every month.,washes ... Ø,washes ... Ø,washes ... Ø,gets ... washed,gets ... washed,gets ... washed,is ... washing,is ... washing,is ... washing,has ... wash,has ... wash,has ... wash,B,Washes = she does it herself.,选项 A。,Opción A.,Correct! Gets washed = someone else washes it.,正确！选项 B。,¡Correcto! Opción B.,Is washing = active continuous.,选项 C。,Opción C.,Has wash = ungrammatical (needs pp).,选项 D。,Opción D.,Causative get: get + object + past participle.,Causative get: get + object + past participle.,Causative get: get + object + past participle.,2,draft,
passive_causative_q03,passive,causative,3,multiple_choice_single,We need to ___ the roof ___ before winter.,We need to ___ the roof ___ before winter.,We need to ___ the roof ___ before winter.,fix ... Ø,fix ... Ø,fix ... Ø,have ... fixed,have ... fixed,have ... fixed,are ... fixed,are ... fixed,are ... fixed,get ... fix,get ... fix,get ... fix,B,Fix = we will do it ourselves.,选项 A。,Opción A.,Correct! Have fixed = arrange for someone to fix.,正确！选项 B。,¡Correcto! Opción B.,"Are fixed = passive, not causative.",选项 C。,Opción C.,Get fix = ungrammatical (needs pp).,选项 D。,Opción D.,Causative: have + object + past participle.,Causative: have + object + past participle.,Causative: have + object + past participle.,2,draft,
passive_impersonal_q01,passive,impersonal,1,multiple_choice_single,___ that the company will merge next year.,___ that the company will merge next year.,___ that the company will merge next year.,It believes,It believes,It believes,It is believed,It is believed,It is believed,People believe,People believe,People believe,They are believed,They are believed,They are believed,B,"It believes = active, it is the believer.",选项 A。,Opción A.,Correct! It is believed that = impersonal passive.,正确！选项 B。,¡Correcto! Opción B.,People believe = active.,选项 C。,Opción C.,They are believed = different structure.,选项 D。,Opción D.,Impersonal passive: It is + past participle + that.,Impersonal passive: It is + past participle + that.,Impersonal passive: It is + past participle + that.,2,draft,
passive_impersonal_q02,passive,impersonal,2,multiple_choice_single,___ that he was involved in the scandal.,___ that he was involved in the scandal.,___ that he was involved in the scandal.,It says,It says,It says,It is said,It is said,It is said,They say,They say,They say,He is said,He is said,He is said,B,"It says = active, it is the speaker.",选项 A。,Opción A.,Correct! It is said that = reported belief.,正确！选项 B。,¡Correcto! Opción B.,They say = active.,选项 C。,Opción C.,"He is said = personal passive, different.",选项 D。,Opción D.,Impersonal passive for reporting general beliefs.,Impersonal passive for reporting general beliefs.,Impersonal passive for reporting general beliefs.,2,draft,
passive_production_q01,passive,prod,1,multiple_choice_single,"Rewrite in passive: ""They built this bridge in 1890.""","Rewrite in passive: ""They built this bridge in 1890.""","Rewrite in passive: ""They built this bridge in 1890.""",This bridge built in 1890.,This bridge built in 1890.,This bridge built in 1890.,This bridge was built in 1890.,This bridge was built in 1890.,This bridge was built in 1890.,This bridge is built in 1890.,This bridge is built in 1890.,This bridge is built in 1890.,This bridge has built in 1890.,This bridge has built in 1890.,This bridge has built in 1890.,B,Missing be — ungrammatical.,选项 A。,Opción A.,Correct! Was built = passive past.,正确！选项 B。,¡Correcto! Opción B.,"Is built = present, but 1890 is past.",选项 C。,Opción C.,Has built = ungrammatical (bridge cannot build).,选项 D。,Opción D.,Active to passive: object becomes subject + be + pp.,Active to passive: object becomes subject + be + pp.,Active to passive: object becomes subject + be + pp.,2,draft,
passive_production_q02,passive,prod,2,multiple_choice_single,"Rewrite in active: ""The cake was eaten by the children.""","Rewrite in active: ""The cake was eaten by the children.""","Rewrite in active: ""The cake was eaten by the children.""",The cake ate the children.,The cake ate the children.,The cake ate the children.,The children ate the cake.,The children ate the cake.,The children ate the cake.,The children were eating the cake.,The children were eating the cake.,The children were eating the cake.,The cake the children ate.,The cake the children ate.,The cake the children ate.,B,Wrong meaning — cake cannot eat children.,选项 A。,Opción A.,Correct! Children ate the cake = active.,正确！选项 B。,¡Correcto! Opción B.,Were eating = different aspect (continuous).,选项 C。,Opción C.,Missing verb — ungrammatical.,选项 D。,Opción D.,Passive to active: by-agent becomes subject.,Passive to active: by-agent becomes subject.,Passive to active: by-agent becomes subject.,2,draft,
passive_production_q03,passive,prod,3,multiple_choice_single,Which is the correct passive form?,Which is the correct passive form?,Which is the correct passive form?,The book was wrote by her.,The book was wrote by her.,The book was wrote by her.,The book was written by her.,The book was written by her.,The book was written by her.,The book written by her.,The book written by her.,The book written by her.,The book is wrote by her.,The book is wrote by her.,The book is wrote by her.,B,"Wrote is simple past, not past participle.",选项 A。,Opción A.,Correct! Written = past participle of write.,正确！选项 B。,¡Correcto! Opción B.,Missing be — ungrammatical.,选项 C。,Opción C.,Is wrote = wrong participle.,选项 D。,Opción D.,"Passive uses past participle, not simple past.","Passive uses past participle, not simple past.","Passive uses past participle, not simple past.",2,draft,
reported_statements_q01,reported,statements,1,multiple_choice_single,"She said: ""I am tired."" -> She said that she ___ tired.","She said: ""I am tired."" -> She said that she ___ tired.","She said: ""I am tired."" -> She said that she ___ tired.",is,is,is,was,was,was,has been,has been,has been,will be,will be,will be,B,Is = direct speech only.,选项 A。,Opción A.,Correct! Was = backshift from am.,正确！选项 B。,¡Correcto! Opción B.,"Has been = present perfect, wrong backshift.",选项 C。,Opción C.,"Will be = future, wrong backshift.",选项 D。,Opción D.,Reported speech: present becomes past (backshift).,Reported speech: present becomes past (backshift).,Reported speech: present becomes past (backshift).,2,draft,
reported_statements_q02,reported,statements,2,multiple_choice_single,"He said: ""I like coffee."" -> He said he ___ coffee.","He said: ""I like coffee."" -> He said he ___ coffee.","He said: ""I like coffee."" -> He said he ___ coffee.",likes,likes,likes,liked,liked,liked,has liked,has liked,has liked,will like,will like,will like,B,Likes = direct speech.,选项 A。,Opción A.,Correct! Liked = backshifted.,正确！选项 B。,¡Correcto! Opción B.,Has liked = unnecessary perfect.,选项 C。,Opción C.,"Will like = future, wrong.",选项 D。,Opción D.,Backshift: present simple -> past simple.,Backshift: present simple -> past simple.,Backshift: present simple -> past simple.,2,draft,
reported_statements_q03,reported,statements,3,multiple_choice_single,"They said: ""We are leaving."" -> They said they ___.","They said: ""We are leaving."" -> They said they ___.","They said: ""We are leaving."" -> They said they ___.",are leaving,are leaving,are leaving,were leaving,were leaving,were leaving,have left,have left,have left,leave,leave,leave,B,Are leaving = direct speech.,选项 A。,Opción A.,Correct! Were leaving = backshifted.,正确！选项 B。,¡Correcto! Opción B.,Have left = wrong meaning.,选项 C。,Opción C.,Leave = wrong tense.,选项 D。,Opción D.,Backshift: present continuous -> past continuous.,Backshift: present continuous -> past continuous.,Backshift: present continuous -> past continuous.,2,draft,
reported_questions_q01,reported,questions,1,multiple_choice_single,"She asked: ""Where do you live?"" -> She asked where I ___.","She asked: ""Where do you live?"" -> She asked where I ___.","She asked: ""Where do you live?"" -> She asked where I ___.",live,live,live,lived,lived,lived,have lived,have lived,have lived,am living,am living,am living,B,"Live = present, should be backshifted.",选项 A。,Opción A.,Correct! Lived = backshifted + statement order.,正确！选项 B。,¡Correcto! Opción B.,Have lived = wrong meaning.,选项 C。,Opción C.,Am living = wrong backshift.,选项 D。,Opción D.,Reported wh- question: wh- + subject + verb (no inversion).,Reported wh- question: wh- + subject + verb (no inversion).,Reported wh- question: wh- + subject + verb (no inversion).,2,draft,
reported_questions_q02,reported,questions,2,multiple_choice_single,"He asked: ""Are you coming?"" -> He asked ___ I was coming.","He asked: ""Are you coming?"" -> He asked ___ I was coming.","He asked: ""Are you coming?"" -> He asked ___ I was coming.",that,that,that,if,if,if,what,what,what,when,when,when,B,"That = for statements, not questions.",选项 A。,Opción A.,Correct! If = yes/no question marker.,正确！选项 B。,¡Correcto! Opción B.,"What = wh- question, but original is yes/no.",选项 C。,Opción C.,"When = wh- question, but original has no when.",选项 D。,Opción D.,Reported yes/no question: if/whether + statement order.,Reported yes/no question: if/whether + statement order.,Reported yes/no question: if/whether + statement order.,2,draft,
reported_questions_q03,reported,questions,3,multiple_choice_single,"She asked: ""What time does the train leave?"" -> She asked what time the train ___.","She asked: ""What time does the train leave?"" -> She asked what time the train ___.","She asked: ""What time does the train leave?"" -> She asked what time the train ___.",leaves,leaves,leaves,left,left,left,does leave,does leave,does leave,is leave,is leave,is leave,B,"Leaves = direct, no backshift.",选项 A。,Opción A.,"Correct! Left = backshift, no do.",正确！选项 B。,¡Correcto! Opción B.,Does leave = keeps direct question order.,选项 C。,Opción C.,Is leave = ungrammatical.,选项 D。,Opción D.,"Reported question: no auxiliary do, backshift.","Reported question: no auxiliary do, backshift.","Reported question: no auxiliary do, backshift.",2,draft,
reported_commands_q01,reported,commands,1,multiple_choice_single,"He said: ""Close the door."" -> He told me ___ the door.","He said: ""Close the door."" -> He told me ___ the door.","He said: ""Close the door."" -> He told me ___ the door.",close,close,close,to close,to close,to close,closing,closing,closing,closed,closed,closed,B,Close = direct command.,选项 A。,Opción A.,Correct! To close = reported command.,正确！选项 B。,¡Correcto! Opción B.,Closing = wrong form.,选项 C。,Opción C.,"Closed = past, wrong for command.",选项 D。,Opción D.,Reported command: tell + object + to-infinitive.,Reported command: tell + object + to-infinitive.,Reported command: tell + object + to-infinitive.,2,draft,
reported_commands_q02,reported,commands,2,multiple_choice_single,"She said: ""Do not be late."" -> She told me ___ late.","She said: ""Do not be late."" -> She told me ___ late.","She said: ""Do not be late."" -> She told me ___ late.",do not be,do not be,do not be,not to be,not to be,not to be,to not being,to not being,to not being,not being,not being,not being,B,Do not be = direct command.,选项 A。,Opción A.,Correct! Not to be = reported negative command.,正确！选项 B。,¡Correcto! Opción B.,To not being = ungrammatical.,选项 C。,Opción C.,Not being = wrong form.,选项 D。,Opción D.,Reported negative command: tell + object + not + to-infinitive.,Reported negative command: tell + object + not + to-infinitive.,Reported negative command: tell + object + not + to-infinitive.,2,draft,
reported_time_q01,reported,time,1,multiple_choice_single,"She said: ""I will call you tomorrow."" -> She said she would call me ___.","She said: ""I will call you tomorrow."" -> She said she would call me ___.","She said: ""I will call you tomorrow."" -> She said she would call me ___.",tomorrow,tomorrow,tomorrow,the next day,the next day,the next day,yesterday,yesterday,yesterday,today,today,today,B,"Tomorrow = direct speech, no shift.",选项 A。,Opción A.,Correct! The next day = time shift in reported speech.,正确！选项 B。,¡Correcto! Opción B.,Yesterday = wrong direction.,选项 C。,Opción C.,Today = should become that day.,选项 D。,Opción D.,Time shift: tomorrow -> the next day / the following day.,Time shift: tomorrow -> the next day / the following day.,Time shift: tomorrow -> the next day / the following day.,2,draft,
reported_time_q02,reported,time,2,multiple_choice_single,"He said: ""I am here now."" -> He said he was there ___.","He said: ""I am here now."" -> He said he was there ___.","He said: ""I am here now."" -> He said he was there ___.",now,now,now,then,then,then,here,here,here,today,today,today,B,Now = direct speech.,选项 A。,Opción A.,Correct! Then = time shift from now.,正确！选项 B。,¡Correcto! Opción B.,Here = should become there.,选项 C。,Opción C.,Today = wrong time reference.,选项 D。,Opción D.,"Time/place shift: now -> then, here -> there.","Time/place shift: now -> then, here -> there.","Time/place shift: now -> then, here -> there.",2,draft,
reported_verbs_q01,reported,verbs,1,multiple_choice_single,He ___ that he had made a mistake.,He ___ that he had made a mistake.,He ___ that he had made a mistake.,told,told,told,said,said,said,admitted,admitted,admitted,spoke,spoke,spoke,C,Told needs an object (told me that).,选项 A。,Opción A.,Said is possible but admitted is more precise.,选项 B。,Opción B.,Correct! Admitted = precise reporting verb for confession.,正确！选项 C。,¡Correcto! Opción C.,Spoke needs preposition (spoke about).,选项 D。,Opción D.,Reporting verb: admit + that clause.,Reporting verb: admit + that clause.,Reporting verb: admit + that clause.,2,draft,
reported_verbs_q02,reported,verbs,2,multiple_choice_single,She ___ going to the cinema. (reporting a suggestion),She ___ going to the cinema. (reporting a suggestion),She ___ going to the cinema. (reporting a suggestion),said,said,said,told,told,told,suggested,suggested,suggested,spoke,spoke,spoke,C,Said = too general.,选项 A。,Opción A.,Told needs object.,选项 B。,Opción B.,Correct! Suggested = reporting verb for proposals.,正确！选项 C。,¡Correcto! Opción C.,Spoke = wrong pattern.,选项 D。,Opción D.,Suggest + gerund or that clause for proposals.,Suggest + gerund or that clause for proposals.,Suggest + gerund or that clause for proposals.,2,draft,
reported_tense_q01,reported,tense,1,multiple_choice_single,"He said: ""I have finished."" -> He said he ___.","He said: ""I have finished."" -> He said he ___.","He said: ""I have finished."" -> He said he ___.",has finished,has finished,has finished,had finished,had finished,had finished,finished,finished,finished,finishes,finishes,finishes,B,Has finished = direct speech.,选项 A。,Opción A.,Correct! Had finished = backshifted present perfect.,正确！选项 B。,¡Correcto! Opción B.,"Finished = simple past, lost perfect meaning.",选项 C。,Opción C.,"Finishes = present, wrong.",选项 D。,Opción D.,Backshift: present perfect -> past perfect.,Backshift: present perfect -> past perfect.,Backshift: present perfect -> past perfect.,2,draft,
reported_tense_q02,reported,tense,2,multiple_choice_single,"She said: ""I will help you."" -> She said she ___ help me.","She said: ""I will help you."" -> She said she ___ help me.","She said: ""I will help you."" -> She said she ___ help me.",will,will,will,would,would,would,had,had,had,was,was,was,B,Will = direct speech.,选项 A。,Opción A.,Correct! Would = backshifted will.,正确！选项 B。,¡Correcto! Opción B.,Had = wrong backshift.,选项 C。,Opción C.,Was = wrong backshift.,选项 D。,Opción D.,Backshift: will -> would.,Backshift: will -> would.,Backshift: will -> would.,2,draft,
reported_embedded_q01,reported,embedded,1,multiple_choice_single,Do you know where ___?,Do you know where ___?,Do you know where ___?,does she live,does she live,does she live,she lives,she lives,she lives,lives she,lives she,lives she,is she live,is she live,is she live,B,Does she live = direct question order.,选项 A。,Opción A.,Correct! She lives = embedded question order.,正确！选项 B。,¡Correcto! Opción B.,"Lives she = inverted, wrong.",选项 C。,Opción C.,Is she live = ungrammatical.,选项 D。,Opción D.,Embedded question: wh- + subject + verb (no inversion).,Embedded question: wh- + subject + verb (no inversion).,Embedded question: wh- + subject + verb (no inversion).,2,draft,
reported_embedded_q02,reported,embedded,2,multiple_choice_single,Can you tell me ___ the bus stop?,Can you tell me ___ the bus stop?,Can you tell me ___ the bus stop?,where is,where is,where is,where,where,where,where the,where the,where the,is where,is where,is where,B,Where is = direct question order.,选项 A。,Opción A.,"Correct! Where = embedded, needs continuation.",正确！选项 B。,¡Correcto! Opción B.,Where the = incomplete.,选项 C。,Opción C.,Is where = inverted.,选项 D。,Opción D.,Embedded question with where.,Embedded question with where.,Embedded question with where.,2,draft,
reported_production_q01,reported,prod,1,multiple_choice_single,"Convert: ""I am going to Paris,"" she said. -> She said ___.","Convert: ""I am going to Paris,"" she said. -> She said ___.","Convert: ""I am going to Paris,"" she said. -> She said ___.",she is going to Paris,she is going to Paris,she is going to Paris,she was going to Paris,she was going to Paris,she was going to Paris,she goes to Paris,she goes to Paris,she goes to Paris,I am going to Paris,I am going to Paris,I am going to Paris,B,Is going = no backshift.,选项 A。,Opción A.,Correct! Was going = backshifted + pronoun change.,正确！选项 B。,¡Correcto! Opción B.,Goes = wrong meaning.,选项 C。,Opción C.,I am = pronoun not changed.,选项 D。,Opción D.,Backshift present continuous to past continuous.,Backshift present continuous to past continuous.,Backshift present continuous to past continuous.,2,draft,
reported_production_q02,reported,prod,2,multiple_choice_single,"Convert: ""Do not touch that!"" he said. -> He told me ___.","Convert: ""Do not touch that!"" he said. -> He told me ___.","Convert: ""Do not touch that!"" he said. -> He told me ___.",do not touch that,do not touch that,do not touch that,not to touch that,not to touch that,not to touch that,to not touch that,to not touch that,to not touch that,not touching that,not touching that,not touching that,B,Do not touch = direct command.,选项 A。,Opción A.,Correct! Not to touch = reported negative command.,正确！选项 B。,¡Correcto! Opción B.,"To not touch = split infinitive, less standard.",选项 C。,Opción C.,Not touching = wrong form.,选项 D。,Opción D.,Reported command: tell + not + to-infinitive.,Reported command: tell + not + to-infinitive.,Reported command: tell + not + to-infinitive.,2,draft,
modals_ability_q01,modals,ability,1,multiple_choice_single,She ___ swim when she was five years old.,She ___ swim when she was five years old.,She ___ swim when she was five years old.,can,can,can,could,could,could,will can,will can,will can,is able,is able,is able,B,"Can = present ability, not past.",选项 A。,Opción A.,Correct! Could = past ability.,正确！选项 B。,¡Correcto! Opción B.,Will can = ungrammatical.,选项 C。,Opción C.,"Is able = present, needs was able to for past.",选项 D。,Opción D.,Could for past ability.,Could for past ability.,Could for past ability.,2,draft,
modals_ability_q02,modals,ability,2,multiple_choice_single,I ___ solve the problem after thinking for an hour.,I ___ solve the problem after thinking for an hour.,I ___ solve the problem after thinking for an hour.,could,could,could,was able to,was able to,was able to,can,can,can,could to,could to,could to,B,"Could = general past ability, not specific achievement.",选项 A。,Opción A.,Correct! Was able to = specific past success.,正确！选项 B。,¡Correcto! Opción B.,Can = present.,选项 C。,Opción C.,Could to = ungrammatical.,选项 D。,Opción D.,Was able to for specific past achievement.,Was able to for specific past achievement.,Was able to for specific past achievement.,2,draft,
modals_ability_q03,modals,ability,3,multiple_choice_single,"By next year, she ___ speak three languages.","By next year, she ___ speak three languages.","By next year, she ___ speak three languages.",can,can,can,will be able to,will be able to,will be able to,could,could,could,is able to,is able to,is able to,B,Can = present.,选项 A。,Opción A.,Correct! Will be able to = future ability.,正确！选项 B。,¡Correcto! Opción B.,Could = past or hypothetical.,选项 C。,Opción C.,Is able to = present.,选项 D。,Opción D.,Will be able to for future ability.,Will be able to for future ability.,Will be able to for future ability.,2,draft,
modals_permission_q01,modals,permission,1,multiple_choice_single,"___ I use your phone, please?","___ I use your phone, please?","___ I use your phone, please?",Must,Must,Must,Can,Can,Can,Should,Should,Should,Would,Would,Would,B,"Must = obligation, not permission.",选项 A。,Opción A.,Correct! Can = informal permission.,正确！选项 B。,¡Correcto! Opción B.,Should = advice.,选项 C。,Opción C.,Would = conditional.,选项 D。,Opción D.,Can for informal permission requests.,Can for informal permission requests.,Can for informal permission requests.,2,draft,
modals_permission_q02,modals,permission,2,multiple_choice_single,You ___ park here. It is a no-parking zone.,You ___ park here. It is a no-parking zone.,You ___ park here. It is a no-parking zone.,can,can,can,cannot,cannot,cannot,must,must,must,should,should,should,B,"Can = permission, opposite meaning.",选项 A。,Opción A.,Correct! Cannot = prohibition.,正确！选项 B。,¡Correcto! Opción B.,Must = obligation.,选项 C。,Opción C.,Should = advice.,选项 D。,Opción D.,Cannot for prohibition.,Cannot for prohibition.,Cannot for prohibition.,2,draft,
modals_permission_q03,modals,permission,3,multiple_choice_single,Students ___ leave early with permission.,Students ___ leave early with permission.,Students ___ leave early with permission.,must,must,must,may,may,may,should,should,should,would,would,would,B,Must = obligation.,选项 A。,Opción A.,Correct! May = formal permission.,正确！选项 B。,¡Correcto! Opción B.,Should = advice.,选项 C。,Opción C.,Would = conditional.,选项 D。,Opción D.,May for formal permission.,May for formal permission.,May for formal permission.,2,draft,
modals_obligation_q01,modals,obligation,1,multiple_choice_single,You ___ wear a seatbelt in the car. It is the law.,You ___ wear a seatbelt in the car. It is the law.,You ___ wear a seatbelt in the car. It is the law.,can,can,can,must,must,must,might,might,might,would,would,would,B,Can = ability/permission.,选项 A。,Opción A.,Correct! Must = legal obligation.,正确！选项 B。,¡Correcto! Opción B.,Might = possibility.,选项 C。,Opción C.,Would = conditional.,选项 D。,Opción D.,Must for strong obligation / legal requirement.,Must for strong obligation / legal requirement.,Must for strong obligation / legal requirement.,2,draft,
modals_obligation_q02,modals,obligation,2,multiple_choice_single,I ___ go to work tomorrow. It is a holiday.,I ___ go to work tomorrow. It is a holiday.,I ___ go to work tomorrow. It is a holiday.,must,must,must,do not have to,do not have to,do not have to,must not,must not,must not,should not,should not,should not,B,"Must = obligation, wrong.",选项 A。,Opción A.,Correct! Do not have to = not necessary.,正确！选项 B。,¡Correcto! Opción B.,Must not = prohibition.,选项 C。,Opción C.,Should not = advice against.,选项 D。,Opción D.,Do not have to = no obligation.,Do not have to = no obligation.,Do not have to = no obligation.,2,draft,
modals_obligation_q03,modals,obligation,3,multiple_choice_single,You ___ eat more vegetables. It is good for your health.,You ___ eat more vegetables. It is good for your health.,You ___ eat more vegetables. It is good for your health.,must,must,must,should,should,should,might,might,might,can,can,can,B,Must = too strong for advice.,选项 A。,Opción A.,Correct! Should = advice.,正确！选项 B。,¡Correcto! Opción B.,Might = weak possibility.,选项 C。,Opción C.,Can = ability/permission.,选项 D。,Opción D.,Should for advice/recommendation.,Should for advice/recommendation.,Should for advice/recommendation.,2,draft,
modals_probability_q01,modals,probability,1,multiple_choice_single,She is not here. She ___ be at home.,She is not here. She ___ be at home.,She is not here. She ___ be at home.,must,must,must,might,might,might,should,should,should,can,can,can,B,"Must = strong certainty, too strong for speculation.",选项 A。,Opción A.,Correct! Might = possibility.,正确！选项 B。,¡Correcto! Opción B.,Should = expectation.,选项 C。,Opción C.,"Can = ability, not probability.",选项 D。,Opción D.,Might for possibility/probability.,Might for possibility/probability.,Might for possibility/probability.,2,draft,
modals_probability_q02,modals,probability,2,multiple_choice_single,He has been working all day. He ___ be exhausted.,He has been working all day. He ___ be exhausted.,He has been working all day. He ___ be exhausted.,might,might,might,must,must,must,can,can,can,would,would,would,B,Might = possible but too weak.,选项 A。,Opción A.,Correct! Must = logical deduction from evidence.,正确！选项 B。,¡Correcto! Opción B.,Can = ability.,选项 C。,Opción C.,Would = conditional.,选项 D。,Opción D.,Must for logical deduction.,Must for logical deduction.,Must for logical deduction.,2,draft,
modals_probability_q03,modals,probability,3,multiple_choice_single,That ___ be true. I saw it with my own eyes.,That ___ be true. I saw it with my own eyes.,That ___ be true. I saw it with my own eyes.,can not,can not,can not,could not,could not,could not,must not,must not,must not,should not,should not,should not,A,Correct! Cannot = impossible.,正确！选项 A。,¡Correcto! Opción A.,Could not = past inability.,选项 B。,Opción B.,Must not = prohibition.,选项 C。,Opción C.,Should not = advice.,选项 D。,Opción D.,Cannot for impossibility / disbelief.,Cannot for impossibility / disbelief.,Cannot for impossibility / disbelief.,2,draft,
modals_past_q01,modals,past,1,multiple_choice_single,She ___ left already. Her coat is still here.,She ___ left already. Her coat is still here.,She ___ left already. Her coat is still here.,must have,must have,must have,can not have,can not have,can not have,should have,should have,should have,might have,might have,might have,B,Must have = deduction she left (wrong evidence).,选项 A。,Opción A.,Correct! Cannot have = she did not leave.,正确！选项 B。,¡Correcto! Opción B.,Should have = past advice.,选项 C。,Opción C.,"Might have = possible, but coat evidence contradicts.",选项 D。,Opción D.,Cannot have for past impossibility.,Cannot have for past impossibility.,Cannot have for past impossibility.,2,draft,
modals_past_q02,modals,past,2,multiple_choice_single,You ___ told me earlier! I could have helped.,You ___ told me earlier! I could have helped.,You ___ told me earlier! I could have helped.,must have,must have,must have,should have,should have,should have,might have,might have,might have,would have,would have,would have,B,Must have = deduction.,选项 A。,Opción A.,Correct! Should have = past advice not taken.,正确！选项 B。,¡Correcto! Opción B.,Might have = possibility.,选项 C。,Opción C.,Would have = conditional.,选项 D。,Opción D.,Should have for past regret/advice.,Should have for past regret/advice.,Should have for past regret/advice.,2,draft,
modals_requests_q01,modals,requests,1,multiple_choice_single,"___ you pass me the salt, please?","___ you pass me the salt, please?","___ you pass me the salt, please?",Must,Must,Must,Could,Could,Could,Should,Should,Should,May,May,May,B,Must = obligation.,选项 A。,Opción A.,Correct! Could = polite request.,正确！选项 B。,¡Correcto! Opción B.,Should = advice.,选项 C。,Opción C.,"May = more formal, less common for objects.",选项 D。,Opción D.,Could for polite requests.,Could for polite requests.,Could for polite requests.,2,draft,
