index,knowledge_point_id,module_id,phase_id,sort_order,objective_code,name_en,name_zh,name_es,objective_en,objective_zh,objective_es,difficulty_level,chinese_l1_risk,spanish_l1_risk,misconception_codes,review_status,review_notes
210,modal_possibility_contrast,modals,modal_possibility,3,MOD-05-03,Possibility & Probability: Contrast and misconception,可能性与概率：对比与易错点,Posibilidad y probabilidad: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_CONTRAST_01|MOD_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
211,modal_possibility_production,modals,modal_possibility,4,MOD-05-04,Possibility & Probability: Editing and production,可能性与概率：改错与产出,Posibilidad y probabilidad: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_PRODUCTION_01|MOD_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
212,modal_deduction_form,modals,modal_deduction,1,MOD-06-01,Present & Past Deduction: Core form,现在与过去推断：核心形式,Deducción presente y pasada: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_FORM_01|MOD_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
213,modal_deduction_meaning,modals,modal_deduction,2,MOD-06-02,Present & Past Deduction: Meaning and use,现在与过去推断：意义与用法,Deducción presente y pasada: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_MEANING_01|MOD_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
214,modal_deduction_contrast,modals,modal_deduction,3,MOD-06-03,Present & Past Deduction: Contrast and misconception,现在与过去推断：对比与易错点,Deducción presente y pasada: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_CONTRAST_01|MOD_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
215,modal_deduction_production,modals,modal_deduction,4,MOD-06-04,Present & Past Deduction: Editing and production,现在与过去推断：改错与产出,Deducción presente y pasada: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_PRODUCTION_01|MOD_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
216,modal_perfect_form,modals,modal_perfect,1,MOD-07-01,Modal Perfects: Core form,情态动词完成式：核心形式,Modales perfectos: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_FORM_01|MOD_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
217,modal_perfect_meaning,modals,modal_perfect,2,MOD-07-02,Modal Perfects: Meaning and use,情态动词完成式：意义与用法,Modales perfectos: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_MEANING_01|MOD_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
218,modal_perfect_contrast,modals,modal_perfect,3,MOD-07-03,Modal Perfects: Contrast and misconception,情态动词完成式：对比与易错点,Modales perfectos: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_CONTRAST_01|MOD_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
219,modal_perfect_production,modals,modal_perfect,4,MOD-07-04,Modal Perfects: Editing and production,情态动词完成式：改错与产出,Modales perfectos: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_PRODUCTION_01|MOD_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
220,modal_mastery_form,modals,modal_mastery,1,MOD-08-01,Modal Mastery: Core form,情态动词综合运用：核心形式,Dominio de los modales: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_FORM_01|MOD_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
221,modal_mastery_meaning,modals,modal_mastery,2,MOD-08-02,Modal Mastery: Meaning and use,情态动词综合运用：意义与用法,Dominio de los modales: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_MEANING_01|MOD_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
222,modal_mastery_contrast,modals,modal_mastery,3,MOD-08-03,Modal Mastery: Contrast and misconception,情态动词综合运用：对比与易错点,Dominio de los modales: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_CONTRAST_01|MOD_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
223,modal_mastery_production,modals,modal_mastery,4,MOD-08-04,Modal Mastery: Editing and production,情态动词综合运用：改错与产出,Dominio de los modales: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文情态意义常由多个词和语境表达，学习者可能混淆力度、礼貌和时间。,"Los equivalentes españoles no son uno a uno; puede confundirse obligación, probabilidad y cortesía.",MOD_PRODUCTION_01|MOD_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
224,det_indefinite_form,determiners,det_indefinite,1,DET-01-01,A / An: Core form,不定冠词 a / an：核心形式,A / An: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_FORM_01|DET_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
225,det_indefinite_meaning,determiners,det_indefinite,2,DET-01-02,A / An: Meaning and use,不定冠词 a / an：意义与用法,A / An: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_MEANING_01|DET_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
226,det_indefinite_contrast,determiners,det_indefinite,3,DET-01-03,A / An: Contrast and misconception,不定冠词 a / an：对比与易错点,A / An: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_CONTRAST_01|DET_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
227,det_indefinite_production,determiners,det_indefinite,4,DET-01-04,A / An: Editing and production,不定冠词 a / an：改错与产出,A / An: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_PRODUCTION_01|DET_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
228,det_definite_form,determiners,det_definite,1,DET-02-01,The: Core form,定冠词 the：核心形式,The: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_FORM_01|DET_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
229,det_definite_meaning,determiners,det_definite,2,DET-02-02,The: Meaning and use,定冠词 the：意义与用法,The: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_MEANING_01|DET_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
230,det_definite_contrast,determiners,det_definite,3,DET-02-03,The: Contrast and misconception,定冠词 the：对比与易错点,The: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_CONTRAST_01|DET_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
231,det_definite_production,determiners,det_definite,4,DET-02-04,The: Editing and production,定冠词 the：改错与产出,The: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_PRODUCTION_01|DET_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
232,det_zero_form,determiners,det_zero,1,DET-03-01,Zero Article: Core form,零冠词：核心形式,Artículo cero: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_FORM_01|DET_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
233,det_zero_meaning,determiners,det_zero,2,DET-03-02,Zero Article: Meaning and use,零冠词：意义与用法,Artículo cero: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_MEANING_01|DET_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
234,det_zero_contrast,determiners,det_zero,3,DET-03-03,Zero Article: Contrast and misconception,零冠词：对比与易错点,Artículo cero: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_CONTRAST_01|DET_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
235,det_zero_production,determiners,det_zero,4,DET-03-04,Zero Article: Editing and production,零冠词：改错与产出,Artículo cero: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_PRODUCTION_01|DET_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
236,det_demo_form,determiners,det_demo,1,DET-04-01,Demonstratives: Core form,指示限定词：核心形式,Demostrativos: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_FORM_01|DET_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
237,det_demo_meaning,determiners,det_demo,2,DET-04-02,Demonstratives: Meaning and use,指示限定词：意义与用法,Demostrativos: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_MEANING_01|DET_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
238,det_demo_contrast,determiners,det_demo,3,DET-04-03,Demonstratives: Contrast and misconception,指示限定词：对比与易错点,Demostrativos: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_CONTRAST_01|DET_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
239,det_demo_production,determiners,det_demo,4,DET-04-04,Demonstratives: Editing and production,指示限定词：改错与产出,Demostrativos: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_PRODUCTION_01|DET_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
240,det_some_any_form,determiners,det_some_any,1,DET-05-01,"Some, Any & No: Core form",some、any 与 no：核心形式,"Some, any y no: Forma central",Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_FORM_01|DET_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
241,det_some_any_meaning,determiners,det_some_any,2,DET-05-02,"Some, Any & No: Meaning and use",some、any 与 no：意义与用法,"Some, any y no: Significado y uso",Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_MEANING_01|DET_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
242,det_some_any_contrast,determiners,det_some_any,3,DET-05-03,"Some, Any & No: Contrast and misconception",some、any 与 no：对比与易错点,"Some, any y no: Contraste y error frecuente",Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_CONTRAST_01|DET_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
243,det_some_any_production,determiners,det_some_any,4,DET-05-04,"Some, Any & No: Editing and production",some、any 与 no：改错与产出,"Some, any y no: Corrección y producción",Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_PRODUCTION_01|DET_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
244,det_quantity_form,determiners,det_quantity,1,DET-06-01,"Much, Many, Few & Little: Core form",much、many、few 与 little：核心形式,"Much, many, few y little: Forma central",Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_FORM_01|DET_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
245,det_quantity_meaning,determiners,det_quantity,2,DET-06-02,"Much, Many, Few & Little: Meaning and use",much、many、few 与 little：意义与用法,"Much, many, few y little: Significado y uso",Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_MEANING_01|DET_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
246,det_quantity_contrast,determiners,det_quantity,3,DET-06-03,"Much, Many, Few & Little: Contrast and misconception",much、many、few 与 little：对比与易错点,"Much, many, few y little: Contraste y error frecuente",Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_CONTRAST_01|DET_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
247,det_quantity_production,determiners,det_quantity,4,DET-06-04,"Much, Many, Few & Little: Editing and production",much、many、few 与 little：改错与产出,"Much, many, few y little: Corrección y producción",Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_PRODUCTION_01|DET_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
248,det_distribution_form,determiners,det_distribution,1,DET-07-01,"Each, Every, Either & Neither: Core form",each、every、either 与 neither：核心形式,"Each, every, either y neither: Forma central",Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_FORM_01|DET_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
249,det_distribution_meaning,determiners,det_distribution,2,DET-07-02,"Each, Every, Either & Neither: Meaning and use",each、every、either 与 neither：意义与用法,"Each, every, either y neither: Significado y uso",Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_MEANING_01|DET_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
250,det_distribution_contrast,determiners,det_distribution,3,DET-07-03,"Each, Every, Either & Neither: Contrast and misconception",each、every、either 与 neither：对比与易错点,"Each, every, either y neither: Contraste y error frecuente",Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_CONTRAST_01|DET_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
251,det_distribution_production,determiners,det_distribution,4,DET-07-04,"Each, Every, Either & Neither: Editing and production",each、every、either 与 neither：改错与产出,"Each, every, either y neither: Corrección y producción",Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_PRODUCTION_01|DET_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
252,det_mastery_form,determiners,det_mastery,1,DET-08-01,Determiner Mastery: Core form,限定词综合运用：核心形式,Dominio de los determinantes: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_FORM_01|DET_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
253,det_mastery_meaning,determiners,det_mastery,2,DET-08-02,Determiner Mastery: Meaning and use,限定词综合运用：意义与用法,Dominio de los determinantes: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_MEANING_01|DET_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
254,det_mastery_contrast,determiners,det_mastery,3,DET-08-03,Determiner Mastery: Contrast and misconception,限定词综合运用：对比与易错点,Dominio de los determinantes: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_CONTRAST_01|DET_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
255,det_mastery_production,determiners,det_mastery,4,DET-08-04,Determiner Mastery: Editing and production,限定词综合运用：改错与产出,Dominio de los determinantes: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文没有英语式冠词系统，学习者容易漏用、过用或误判可数性。,"El español también tiene artículos, pero su分布不同，可能导致冠词和限定词迁移。",DET_PRODUCTION_01|DET_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
256,conj_coord_form,conjunctions,conj_coord,1,CONJ-01-01,"And, But & Or: Core form",and、but 与 or：核心形式,"And, but y or: Forma central",Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文连接关系可更依赖语序和语境，学习者可能堆叠或省略连接词。,El español permite不同的标点和从属结构，可能出现逗号拼接或连接词直译。,CONJ_FORM_01|CONJ_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
257,conj_coord_meaning,conjunctions,conj_coord,2,CONJ-01-02,"And, But & Or: Meaning and use",and、but 与 or：意义与用法,"And, but y or: Significado y uso",Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文连接关系可更依赖语序和语境，学习者可能堆叠或省略连接词。,El español permite不同的标点和从属结构，可能出现逗号拼接或连接词直译。,CONJ_MEANING_01|CONJ_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
258,conj_coord_contrast,conjunctions,conj_coord,3,CONJ-01-03,"And, But & Or: Contrast and misconception",and、but 与 or：对比与易错点,"And, but y or: Contraste y error frecuente",Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文连接关系可更依赖语序和语境，学习者可能堆叠或省略连接词。,El español permite不同的标点和从属结构，可能出现逗号拼接或连接词直译。,CONJ_CONTRAST_01|CONJ_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
259,conj_coord_production,conjunctions,conj_coord,4,CONJ-01-04,"And, But & Or: Editing and production",and、but 与 or：改错与产出,"And, but y or: Corrección y producción",Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文连接关系可更依赖语序和语境，学习者可能堆叠或省略连接词。,El español permite不同的标点和从属结构，可能出现逗号拼接或连接词直译。,CONJ_PRODUCTION_01|CONJ_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
260,conj_cause_form,conjunctions,conj_cause,1,CONJ-02-01,"Because, Since & As: Core form",because、since 与 as：核心形式,"Because, since y as: Forma central",Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文连接关系可更依赖语序和语境，学习者可能堆叠或省略连接词。,El español permite不同的标点和从属结构，可能出现逗号拼接或连接词直译。,CONJ_FORM_01|CONJ_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
261,conj_cause_meaning,conjunctions,conj_cause,2,CONJ-02-02,"Because, Since & As: Meaning and use",because、since 与 as：意义与用法,"Because, since y as: Significado y uso",Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文连接关系可更依赖语序和语境，学习者可能堆叠或省略连接词。,El español permite不同的标点和从属结构，可能出现逗号拼接或连接词直译。,CONJ_MEANING_01|CONJ_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
